timestamp,product,store,baseline_price,current_price,price_change_pct,inflation_rate_pct,month,currency
2025-01-05T12:02:00,haricotsverts,Auchan,2.8,2.71,-3.12,2.2,Apr-2025,EUR
2025-01-28T19:01:00,haricotsverts,Auchan,2.8,2.73,-2.4,2.2,Apr-2025,EUR
2025-01-14T12:47:00,huile,Auchan,5.81,5.7,-1.96,2.2,Apr-2025,EUR
2025-01-27T08:59:00,huile,Auchan,5.81,5.66,-2.65,2.2,Apr-2025,EUR
2025-01-11T09:42:00,infusion,Auchan,3.48,3.41,-2.08,2.2,Apr-2025,EUR
2025-01-16T15:37:00,infusion,Auchan,3.48,3.41,-2.08,2.2,Apr-2025,EUR
2025-01-09T14:36:00,infusion,Auchan,3.48,3.39,-2.65,2.2,Apr-2025,EUR
2025-01-04T12:19:00,jambon,Auchan,7.19,7.12,-1.02,2.2,Apr-2025,EUR
2025-01-20T19:34:00,jambon,Auchan,7.19,7.19,-0.05,2.2,Apr-2025,EUR
2025-01-16T09:54:00,jambon,Auchan,7.19,7.05,-1.99,2.2,Apr-2025,EUR
2025-01-20T14:07:00,jus,Auchan,3.26,3.13,-3.88,2.2,Apr-2025,EUR
2025-01-18T17:16:00,jus,Auchan,3.26,3.15,-3.26,2.2,Apr-2025,EUR
2025-01-26T14:15:00,jus,Auchan,3.26,3.15,-3.26,2.2,Apr-2025,EUR
2025-01-02T18:54:00,jus,Auchan,3.26,3.19,-2.04,2.2,Apr-2025,EUR
2025-01-08T20:31:00,ketchup,Auchan,2.31,2.24,-2.89,2.2,Apr-2025,EUR
2025-01-05T14:46:00,ketchup,Auchan,2.31,2.26,-2.03,2.2,Apr-2025,EUR
2025-01-27T11:26:00,ketchup,Auchan,2.31,2.22,-3.76,2.2,Apr-2025,EUR
2025-01-23T15:16:00,lait entier,Auchan,1.23,1.2,-2.34,2.2,Apr-2025,EUR
2025-01-01T16:16:00,lait entier,Auchan,1.23,1.19,-3.15,2.2,Apr-2025,EUR
2025-01-17T10:52:00,lait entier,Auchan,1.23,1.19,-3.15,2.2,Apr-2025,EUR
2025-01-20T17:44:00,laitue,Auchan,1.47,1.44,-2.12,2.2,Apr-2025,EUR
2025-01-04T09:37:00,laitue,Auchan,1.47,1.44,-2.12,2.2,Apr-2025,EUR
2025-01-02T18:11:00,lave-vaiselle,Auchan,1.05,1.02,-3.16,2.2,Apr-2025,EUR
2025-01-07T17:27:00,lave-vaiselle,Auchan,1.05,1.02,-3.16,2.2,Apr-2025,EUR
2025-01-23T15:20:00,lessive,Auchan,2.78,2.69,-3.37,2.2,Apr-2025,EUR
2025-01-24T11:34:00,lessive,Auchan,2.78,2.68,-3.73,2.2,Apr-2025,EUR
2025-01-26T18:51:00,liquide-vaisselle,Auchan,1.09,1.05,-3.77,2.2,Apr-2025,EUR
2025-01-13T13:07:00,liquide-vaisselle,Auchan,1.09,1.06,-2.85,2.2,Apr-2025,EUR
2025-01-20T14:43:00,liquide-vaisselle,Auchan,1.09,1.06,-2.85,2.2,Apr-2025,EUR
2025-01-01T15:48:00,mayonnaise,Auchan,3.22,3.14,-2.36,2.2,Apr-2025,EUR
2025-01-18T10:14:00,mayonnaise,Auchan,3.22,3.1,-3.6,2.2,Apr-2025,EUR
2025-01-01T16:01:00,mayonnaise,Auchan,3.22,3.12,-2.98,2.2,Apr-2025,EUR
2025-01-15T16:12:00,moutarde,Auchan,2.74,2.66,-2.84,2.2,Apr-2025,EUR
2025-01-03T16:50:00,moutarde,Auchan,2.74,2.65,-3.2,2.2,Apr-2025,EUR
2025-01-01T16:11:00,muesli-cereales,Auchan,3.4,3.29,-3.29,2.2,Apr-2025,EUR
2025-01-23T12:10:00,muesli-cereales,Auchan,3.4,3.29,-3.29,2.2,Apr-2025,EUR
2025-01-13T16:09:00,nettoyant-liquide,Auchan,2.9,2.82,-2.65,2.2,Apr-2025,EUR
2025-01-25T19:25:00,nettoyant-liquide,Auchan,2.9,2.8,-3.34,2.2,Apr-2025,EUR
2025-01-16T15:18:00,nettoyant-liquide,Auchan,2.9,2.82,-2.65,2.2,Apr-2025,EUR
2025-01-15T11:25:00,nettoyant-liquide,Auchan,2.9,2.84,-1.96,2.2,Apr-2025,EUR
2025-01-09T08:25:00,noix,Auchan,2.94,2.86,-2.8,2.2,Apr-2025,EUR
2025-01-22T11:54:00,noix,Auchan,2.94,2.85,-3.14,2.2,Apr-2025,EUR
2025-01-15T16:35:00,noix,Auchan,2.94,2.86,-2.8,2.2,Apr-2025,EUR
2025-01-03T20:07:00,oeufs,Auchan,3.52,3.45,-1.86,2.2,Apr-2025,EUR
2025-01-06T09:32:00,oeufs,Auchan,3.52,3.44,-2.14,2.2,Apr-2025,EUR
2025-01-09T15:35:00,oignons,Auchan,2.92,2.84,-2.81,2.2,Apr-2025,EUR
2025-01-26T10:21:00,oignons,Auchan,2.92,2.82,-3.49,2.2,Apr-2025,EUR
2025-01-15T18:24:00,oignons,Auchan,2.92,2.83,-3.15,2.2,Apr-2025,EUR
2025-01-02T10:24:00,oignons,Auchan,2.92,2.84,-2.81,2.2,Apr-2025,EUR
2025-01-05T09:07:00,pan-de-mie,Auchan,3.28,3.17,-3.27,2.2,Apr-2025,EUR
2025-01-13T10:20:00,pan-de-mie,Auchan,3.28,3.2,-2.36,2.2,Apr-2025,EUR
2025-01-02T16:07:00,pan-de-mie,Auchan,3.28,3.16,-3.58,2.2,Apr-2025,EUR
2025-01-23T20:08:00,papier-toilette,Auchan,3.04,2.94,-3.41,2.2,Apr-2025,EUR
2025-01-04T20:34:00,papier-toilette,Auchan,3.04,2.93,-3.74,2.2,Apr-2025,EUR
2025-01-12T18:39:00,papier-toilette,Auchan,3.04,2.94,-3.41,2.2,Apr-2025,EUR
2025-01-06T15:02:00,papier-toilette,Auchan,3.04,2.94,-3.41,2.2,Apr-2025,EUR
2025-01-23T13:05:00,pasta,Auchan,2.7,2.6,-3.7,2.2,Apr-2025,EUR
2025-01-28T08:04:00,pasta,Auchan,2.7,2.62,-2.96,2.2,Apr-2025,EUR
2025-01-05T10:50:00,pasta,Auchan,2.7,2.64,-2.22,2.2,Apr-2025,EUR
2025-01-10T10:01:00,pasta,Auchan,2.7,2.64,-2.22,2.2,Apr-2025,EUR
2025-01-02T11:24:00,pates,Auchan,2.94,2.85,-2.98,2.2,Apr-2025,EUR
2025-01-18T18:33:00,pates,Auchan,2.94,2.86,-2.64,2.2,Apr-2025,EUR
2025-01-15T11:31:00,pates,Auchan,2.94,2.88,-1.96,2.2,Apr-2025,EUR
2025-01-24T19:22:00,pates,Auchan,2.94,2.87,-2.3,2.2,Apr-2025,EUR
2025-01-07T15:23:00,petits-pois,Auchan,2.5,2.43,-2.61,2.2,Apr-2025,EUR
2025-01-04T14:21:00,petits-pois,Auchan,2.5,2.41,-3.41,2.2,Apr-2025,EUR
2025-01-12T15:42:00,petits-pois,Auchan,2.5,2.41,-3.41,2.2,Apr-2025,EUR
2025-01-05T15:15:00,petits-pois,Auchan,2.5,2.44,-2.21,2.2,Apr-2025,EUR
2025-01-13T17:20:00,pois-chiches,Auchan,3.15,3.05,-3.08,2.2,Apr-2025,EUR
2025-01-07T13:35:00,pois-chiches,Auchan,3.15,3.08,-2.13,2.2,Apr-2025,EUR
2025-01-28T12:07:00,pois-chiches,Auchan,3.15,3.06,-2.76,2.2,Apr-2025,EUR
2025-01-09T14:07:00,poitrine,Auchan,3.08,3.01,-2.24,2.2,Apr-2025,EUR
2025-01-19T15:49:00,poitrine,Auchan,3.08,2.98,-3.21,2.2,Apr-2025,EUR
2025-01-18T14:32:00,poitrine,Auchan,3.08,3.0,-2.56,2.2,Apr-2025,EUR
2025-01-22T18:16:00,pommedeterre,Auchan,2.58,2.51,-2.8,2.2,Apr-2025,EUR
2025-01-06T11:56:00,pommedeterre,Auchan,2.58,2.49,-3.58,2.2,Apr-2025,EUR
2025-01-15T10:18:00,porc,Auchan,2.58,2.5,-3.19,2.2,Apr-2025,EUR
2025-01-01T09:46:00,porc,Auchan,2.58,2.51,-2.8,2.2,Apr-2025,EUR
2025-01-27T16:16:00,porc,Auchan,2.58,2.48,-3.97,2.2,Apr-2025,EUR
2025-01-18T16:49:00,poulet,Auchan,2.89,2.79,-3.32,2.2,Apr-2025,EUR
2025-01-10T11:31:00,poulet,Auchan,2.89,2.79,-3.32,2.2,Apr-2025,EUR
2025-01-21T18:56:00,poulet,Auchan,2.89,2.78,-3.67,2.2,Apr-2025,EUR
2025-01-13T15:03:00,poulet,Auchan,2.89,2.82,-2.28,2.2,Apr-2025,EUR
2025-01-15T13:56:00,sauce-tomate,Auchan,1.33,1.3,-2.12,2.2,Apr-2025,EUR
2025-01-13T17:38:00,sauce-tomate,Auchan,1.33,1.28,-3.63,2.2,Apr-2025,EUR
2025-01-26T17:02:00,saucisse,Auchan,4.91,4.76,-3.1,2.2,Apr-2025,EUR
2025-01-16T09:39:00,saucisse,Auchan,4.91,4.8,-2.28,2.2,Apr-2025,EUR
2025-01-26T08:29:00,sel-de-mer,Auchan,1.22,1.18,-3.47,2.2,Apr-2025,EUR
2025-01-04T18:27:00,sel-de-mer,Auchan,1.22,1.19,-2.65,2.2,Apr-2025,EUR
2025-01-21T10:47:00,sel-de-mer,Auchan,1.22,1.2,-1.84,2.2,Apr-2025,EUR
2025-01-20T09:05:00,sirop,Auchan,2.95,2.85,-3.39,2.2,Apr-2025,EUR
2025-01-08T08:34:00,sirop,Auchan,2.95,2.86,-3.05,2.2,Apr-2025,EUR
2025-01-15T11:05:00,sirop,Auchan,2.95,2.86,-3.05,2.2,Apr-2025,EUR
2025-01-21T13:46:00,the,Auchan,2.54,2.45,-3.42,2.2,Apr-2025,EUR
2025-01-07T20:58:00,the,Auchan,2.54,2.46,-3.03,2.2,Apr-2025,EUR
2025-01-03T17:42:00,the,Auchan,2.54,2.48,-2.24,2.2,Apr-2025,EUR
2025-01-13T13:04:00,thon,Auchan,3.09,3.02,-2.31,2.2,Apr-2025,EUR
2025-01-18T10:07:00,thon,Auchan,3.09,3.0,-2.95,2.2,Apr-2025,EUR
2025-01-24T08:31:00,thon,Auchan,3.09,2.99,-3.28,2.2,Apr-2025,EUR
2025-01-10T12:32:00,thon,Auchan,3.09,2.99,-3.28,2.2,Apr-2025,EUR
2025-01-24T14:20:00,tomacouli,Auchan,3.28,3.17,-3.29,2.2,Apr-2025,EUR
2025-01-11T12:52:00,tomacouli,Auchan,3.28,3.16,-3.6,2.2,Apr-2025,EUR
2025-01-08T13:36:00,tomacouli,Auchan,3.28,3.19,-2.68,2.2,Apr-2025,EUR
2025-01-03T10:39:00,tomacouli,Auchan,3.28,3.16,-3.6,2.2,Apr-2025,EUR
2025-01-19T15:45:00,tomates,Auchan,2.69,2.6,-3.42,2.2,Apr-2025,EUR
2025-01-12T20:39:00,tomates,Auchan,2.69,2.59,-3.79,2.2,Apr-2025,EUR
2025-01-14T12:28:00,tomates,Auchan,2.69,2.6,-3.42,2.2,Apr-2025,EUR
2025-01-15T14:22:00,viande-bovine,Auchan,8.75,8.52,-2.65,2.2,Apr-2025,EUR
2025-01-08T19:48:00,viande-bovine,Auchan,8.75,8.42,-3.79,2.2,Apr-2025,EUR
2025-01-11T12:39:00,viande-bovine,Auchan,8.75,8.42,-3.79,2.2,Apr-2025,EUR
2025-01-03T14:24:00,viande-bovine,Auchan,8.75,8.43,-3.67,2.2,Apr-2025,EUR
2025-01-04T17:29:00,vinaigre,Auchan,1.9,1.86,-2.33,2.2,Apr-2025,EUR
2025-01-24T08:11:00,vinaigre,Auchan,1.9,1.84,-3.38,2.2,Apr-2025,EUR
2025-01-28T13:13:00,vinaigre,Auchan,1.9,1.84,-3.38,2.2,Apr-2025,EUR
2025-01-26T18:10:00,vinaigre,Auchan,1.9,1.84,-3.38,2.2,Apr-2025,EUR
2025-01-07T18:51:00,yaourt,Auchan,3.39,3.28,-3.39,2.2,Apr-2025,EUR
2025-01-21T15:38:00,yaourt,Auchan,3.39,3.28,-3.39,2.2,Apr-2025,EUR
2025-01-24T14:08:00,yaourt,Auchan,3.39,3.26,-3.98,2.2,Apr-2025,EUR
2025-01-07T12:01:00,yaourt,Auchan,3.39,3.28,-3.39,2.2,Apr-2025,EUR
2025-02-20T11:14:00,ail,Auchan,2.25,2.22,-1.48,4.6,May-2025,EUR
2025-02-19T08:33:00,ail,Auchan,2.25,2.25,-0.15,4.6,May-2025,EUR
2025-02-17T19:08:00,ail,Auchan,2.25,2.23,-1.04,4.6,May-2025,EUR
2025-02-06T20:06:00,bacon,Auchan,7.78,7.68,-1.23,4.6,May-2025,EUR
2025-02-18T18:42:00,bacon,Auchan,7.78,7.76,-0.2,4.6,May-2025,EUR
2025-02-15T18:00:00,beurre,Auchan,4.29,4.24,-1.21,4.6,May-2025,EUR
2025-02-03T08:51:00,beurre,Auchan,4.29,4.23,-1.45,4.6,May-2025,EUR
2025-02-05T12:14:00,biscuits,Auchan,3.14,3.13,-0.2,4.6,May-2025,EUR
2025-02-26T09:59:00,biscuits,Auchan,3.14,3.09,-1.48,4.6,May-2025,EUR
2025-02-16T14:58:00,biscuits,Auchan,3.14,3.09,-1.48,4.6,May-2025,EUR
2025-02-07T11:50:00,bonbons,Auchan,3.2,3.18,-0.73,4.6,May-2025,EUR
2025-02-25T13:19:00,bonbons,Auchan,3.2,3.2,-0.11,4.6,May-2025,EUR
2025-02-13T18:52:00,bonbons,Auchan,3.2,3.16,-1.36,4.6,May-2025,EUR
2025-02-11T08:48:00,cacahuetes,Auchan,4.18,4.12,-1.46,4.6,May-2025,EUR
2025-02-10T09:50:00,cacahuetes,Auchan,4.18,4.15,-0.75,4.6,May-2025,EUR
2025-02-06T19:38:00,cacahuetes,Auchan,4.18,4.15,-0.75,4.6,May-2025,EUR
2025-02-06T15:33:00,cacahuetes,Auchan,4.18,4.18,-0.03,4.6,May-2025,EUR
2025-02-01T08:26:00,cafe,Auchan,4.23,4.18,-1.09,4.6,May-2025,EUR
2025-02-28T20:35:00,cafe,Auchan,4.23,4.23,0.09,4.6,May-2025,EUR
2025-02-06T15:24:00,cafe,Auchan,4.23,4.17,-1.33,4.6,May-2025,EUR
2025-02-09T12:08:00,cafe,Auchan,4.23,4.16,-1.57,4.6,May-2025,EUR
2025-02-19T13:50:00,carrots,Auchan,2.19,2.16,-1.47,4.6,May-2025,EUR
2025-02-06T13:37:00,carrots,Auchan,2.19,2.18,-0.56,4.6,May-2025,EUR
2025-02-20T17:55:00,carrots,Auchan,2.19,2.19,-0.1,4.6,May-2025,EUR
2025-02-20T16:46:00,carrots,Auchan,2.19,2.19,-0.1,4.6,May-2025,EUR
2025-02-19T19:22:00,chips,Auchan,2.31,2.32,0.34,4.6,May-2025,EUR
2025-02-03T19:15:00,chips,Auchan,2.31,2.31,-0.09,4.6,May-2025,EUR
2025-02-03T11:18:00,chips,Auchan,2.31,2.32,0.34,4.6,May-2025,EUR
2025-02-12T12:38:00,chocolat,Auchan,2.78,2.78,-0.09,4.6,May-2025,EUR
2025-02-04T09:37:00,chocolat,Auchan,2.78,2.78,-0.09,4.6,May-2025,EUR
2025-02-06T10:24:00,chocolat,Auchan,2.78,2.75,-1.17,4.6,May-2025,EUR
2025-02-18T09:27:00,chocolat,Auchan,2.78,2.74,-1.53,4.6,May-2025,EUR
2025-02-17T20:40:00,creme,Auchan,2.75,2.72,-1.17,4.6,May-2025,EUR
2025-02-19T13:56:00,creme,Auchan,2.75,2.75,-0.08,4.6,May-2025,EUR
2025-02-09T19:49:00,epinards,Auchan,2.56,2.56,0.19,4.6,May-2025,EUR
2025-02-06T12:16:00,epinards,Auchan,2.56,2.52,-1.38,4.6,May-2025,EUR
2025-02-12T09:03:00,epinards,Auchan,2.56,2.55,-0.2,4.6,May-2025,EUR
2025-02-07T17:58:00,epinards,Auchan,2.56,2.54,-0.6,4.6,May-2025,EUR
2025-02-20T13:02:00,essuie-tout,Auchan,2.83,2.82,-0.27,4.6,May-2025,EUR
2025-02-20T16:46:00,essuie-tout,Auchan,2.83,2.84,0.43,4.6,May-2025,EUR
2025-02-06T08:25:00,farine-de-ble,Auchan,1.46,1.46,-0.1,4.6,May-2025,EUR
2025-02-24T15:53:00,farine-de-ble,Auchan,1.46,1.45,-0.79,4.6,May-2025,EUR
2025-02-27T11:36:00,fromage,Auchan,6.18,6.15,-0.48,4.6,May-2025,EUR
2025-02-12T12:18:00,fromage,Auchan,6.18,6.17,-0.16,4.6,May-2025,EUR
2025-02-11T10:19:00,haricots,Auchan,3.05,3.01,-1.35,4.6,May-2025,EUR
2025-02-04T14:03:00,haricots,Auchan,3.05,3.03,-0.7,4.6,May-2025,EUR
2025-02-05T17:48:00,haricots,Auchan,3.05,3.05,-0.04,4.6,May-2025,EUR
2025-02-13T18:44:00,haricotsverts,Auchan,3.0,2.98,-0.67,4.6,May-2025,EUR
2025-02-09T16:40:00,haricotsverts,Auchan,3.0,2.98,-0.67,4.6,May-2025,EUR
2025-02-27T09:37:00,huile,Auchan,5.97,5.95,-0.4,4.6,May-2025,EUR
2025-02-08T20:40:00,huile,Auchan,5.97,5.96,-0.23,4.6,May-2025,EUR
2025-02-12T15:03:00,huile,Auchan,5.97,5.88,-1.57,4.6,May-2025,EUR
2025-02-24T15:23:00,huile,Auchan,5.97,5.96,-0.23,4.6,May-2025,EUR
2025-02-02T18:38:00,infusion,Auchan,3.25,3.21,-1.19,4.6,May-2025,EUR
2025-02-11T14:04:00,infusion,Auchan,3.25,3.26,0.35,4.6,May-2025,EUR
2025-02-13T17:01:00,infusion,Auchan,3.25,3.23,-0.58,4.6,May-2025,EUR
2025-02-03T18:23:00,jambon,Auchan,7.13,7.03,-1.47,4.6,May-2025,EUR
2025-02-23T18:03:00,jambon,Auchan,7.13,7.05,-1.19,4.6,May-2025,EUR
2025-02-11T10:02:00,jambon,Auchan,7.13,7.11,-0.35,4.6,May-2025,EUR
2025-02-26T10:52:00,jus,Auchan,3.45,3.4,-1.41,4.6,May-2025,EUR
2025-02-01T12:45:00,jus,Auchan,3.45,3.46,0.33,4.6,May-2025,EUR
2025-02-07T14:46:00,jus,Auchan,3.45,3.44,-0.25,4.6,May-2025,EUR
2025-02-10T18:04:00,jus,Auchan,3.45,3.43,-0.54,4.6,May-2025,EUR
2025-02-20T17:39:00,ketchup,Auchan,2.39,2.39,0.14,4.6,May-2025,EUR
2025-02-20T16:11:00,ketchup,Auchan,2.39,2.38,-0.28,4.6,May-2025,EUR
2025-02-20T08:02:00,ketchup,Auchan,2.39,2.36,-1.12,4.6,May-2025,EUR
2025-02-15T19:19:00,ketchup,Auchan,2.39,2.39,0.14,4.6,May-2025,EUR
2025-02-25T11:09:00,lait entier,Auchan,1.67,1.66,-0.87,4.6,May-2025,EUR
2025-02-03T11:55:00,lait entier,Auchan,1.67,1.65,-1.47,4.6,May-2025,EUR
2025-02-19T10:53:00,lait entier,Auchan,1.67,1.66,-0.87,4.6,May-2025,EUR
2025-02-16T14:00:00,laitue,Auchan,1.55,1.55,0.23,4.6,May-2025,EUR
2025-02-01T14:46:00,laitue,Auchan,1.55,1.54,-0.41,4.6,May-2025,EUR
2025-02-09T17:13:00,lave-vaiselle,Auchan,0.94,0.94,-0.21,4.6,May-2025,EUR
2025-02-24T13:44:00,lave-vaiselle,Auchan,0.94,0.94,-0.21,4.6,May-2025,EUR
2025-02-02T20:46:00,lave-vaiselle,Auchan,0.94,0.94,-0.21,4.6,May-2025,EUR
2025-02-06T19:53:00,lave-vaiselle,Auchan,0.94,0.93,-1.27,4.6,May-2025,EUR
2025-02-14T20:56:00,lessive,Auchan,2.59,2.56,-1.34,4.6,May-2025,EUR
2025-02-28T10:59:00,lessive,Auchan,2.59,2.59,-0.19,4.6,May-2025,EUR
2025-02-25T16:56:00,lessive,Auchan,2.59,2.59,-0.19,4.6,May-2025,EUR
2025-02-25T10:17:00,lessive,Auchan,2.59,2.57,-0.96,4.6,May-2025,EUR
2025-02-22T08:41:00,liquide-vaisselle,Auchan,1.1,1.09,-1.13,4.6,May-2025,EUR
2025-02-08T11:09:00,liquide-vaisselle,Auchan,1.1,1.11,0.68,4.6,May-2025,EUR
2025-02-15T12:12:00,liquide-vaisselle,Auchan,1.1,1.09,-1.13,4.6,May-2025,EUR
2025-02-12T12:41:00,liquide-vaisselle,Auchan,1.1,1.1,-0.23,4.6,May-2025,EUR
2025-02-22T18:22:00,mayonnaise,Auchan,3.36,3.32,-1.05,4.6,May-2025,EUR
2025-02-06T13:51:00,mayonnaise,Auchan,3.36,3.33,-0.75,4.6,May-2025,EUR
2025-02-24T11:31:00,moutarde,Auchan,2.78,2.75,-1.0,4.6,May-2025,EUR
2025-02-18T12:56:00,moutarde,Auchan,2.78,2.76,-0.64,4.6,May-2025,EUR
2025-02-23T08:12:00,moutarde,Auchan,2.78,2.77,-0.28,4.6,May-2025,EUR
2025-02-03T08:41:00,moutarde,Auchan,2.78,2.77,-0.28,4.6,May-2025,EUR
2025-02-05T14:05:00,muesli-cereales,Auchan,3.07,3.05,-0.63,4.6,May-2025,EUR
2025-02-27T19:05:00,muesli-cereales,Auchan,3.07,3.06,-0.3,4.6,May-2025,EUR
2025-02-03T13:44:00,muesli-cereales,Auchan,3.07,3.08,0.35,4.6,May-2025,EUR
2025-02-28T09:25:00,nettoyant-liquide,Auchan,2.83,2.81,-0.88,4.6,May-2025,EUR
2025-02-10T13:26:00,nettoyant-liquide,Auchan,2.83,2.84,0.18,4.6,May-2025,EUR
2025-02-08T09:24:00,noix,Auchan,2.95,2.96,0.25,4.6,May-2025,EUR
2025-02-24T13:50:00,noix,Auchan,2.95,2.93,-0.77,4.6,May-2025,EUR
2025-02-12T12:11:00,oeufs,Auchan,3.63,3.6,-0.77,4.6,May-2025,EUR
2025-02-25T15:11:00,oeufs,Auchan,3.63,3.62,-0.22,4.6,May-2025,EUR
2025-02-26T14:59:00,oignons,Auchan,2.86,2.87,0.18,4.6,May-2025,EUR
2025-02-13T08:06:00,oignons,Auchan,2.86,2.84,-0.87,4.6,May-2025,EUR
2025-02-20T18:22:00,oignons,Auchan,2.86,2.84,-0.87,4.6,May-2025,EUR
2025-02-19T14:43:00,oignons,Auchan,2.86,2.86,-0.17,4.6,May-2025,EUR
2025-02-09T16:44:00,pan-de-mie,Auchan,2.99,2.98,-0.44,4.6,May-2025,EUR
2025-02-07T17:17:00,pan-de-mie,Auchan,2.99,2.99,-0.11,4.6,May-2025,EUR
2025-02-12T09:24:00,pan-de-mie,Auchan,2.99,3.0,0.23,4.6,May-2025,EUR
2025-02-09T13:36:00,pan-de-mie,Auchan,2.99,3.0,0.23,4.6,May-2025,EUR
2025-02-08T09:04:00,papier-toilette,Auchan,3.07,3.08,0.4,4.6,May-2025,EUR
2025-02-23T19:23:00,papier-toilette,Auchan,3.07,3.05,-0.58,4.6,May-2025,EUR
2025-02-24T11:51:00,papier-toilette,Auchan,3.07,3.04,-0.91,4.6,May-2025,EUR
2025-02-14T18:30:00,pasta,Auchan,3.47,3.47,0.13,4.6,May-2025,EUR
2025-02-17T08:07:00,pasta,Auchan,3.47,3.47,0.13,4.6,May-2025,EUR
2025-02-17T18:40:00,pates,Auchan,3.03,2.98,-1.75,4.6,May-2025,EUR
2025-02-09T17:38:00,pates,Auchan,3.03,3.03,-0.1,4.6,May-2025,EUR
2025-02-04T18:55:00,petits-pois,Auchan,2.57,2.54,-0.98,4.6,May-2025,EUR
2025-02-05T17:13:00,petits-pois,Auchan,2.57,2.53,-1.37,4.6,May-2025,EUR
