Date,Time,Store,Location,Magazine,Magazine_Location,Week,Year,Product,Brand,Description,Quantity,Unit,Price,Currency,URL,OCR_Confidence,Language,Notes,Image_Path
2026-03-25,23:30:55,Auchan,Paris,auchan_fr,Paris,13,2026,poulet,prix-bas,"filets",6000.00,g,6.59,EUR,none,,fr,"","C:\Users\emman\p_Claude\capstone\datacollection\Auchan\poulet_6000.00g\2026-03-25_23-30-51-181.png"
2026-03-25,23:32:13,Auchan,Paris,auchan_fr,Paris,13,2026,poulet,duc,"filets",720.00,g,9.19,EUR,none,,fr,"","C:\Users\emman\p_Claude\capstone\datacollection\Auchan\poulet_720.00g\2026-03-25_23-32-08-458.png"
2026-03-25,23:34:25,Auchan,Paris,auchan_fr,Paris,13,2026,oeufs,matines,"de poules",6.00,piece,1.80,EUR,none,,fr,"","C:\Users\emman\p_Claude\capstone\datacollection\Auchan\oeufs_6.00piece\2026-03-25_23-34-13-519.png"
2026-03-25,23:37:14,Auchan,Paris,auchan_fr,Paris,13,2026,oeufs,lustucru,"de poules",6.00,piece,2.17,EUR,none,,fr,"","C:\Users\emman\p_Claude\capstone\datacollection\Auchan\oeufs_6.00piece\2026-03-25_23-36-56-587.png"
2026-03-25,23:43:13,Auchan,Paris,auchan_fr,Paris,13,2026,viande-bovine,mdd,"cheveux d'ange; 95%",500.00,g,10.39,EUR,none,,fr,"","C:\Users\emman\p_Claude\capstone\datacollection\Auchan\viande-bovine_500.00g\2026-03-25_23-43-05-912.png"
2026-03-25,23:49:58,Auchan,Paris,auchan_fr,Paris,13,2026,porc,mdd,"jarret",800.00,g,8.85,EUR,none,,fr,"","C:\Users\emman\p_Claude\capstone\datacollection\Auchan\porc_800.00g\2026-03-25_23-49-19-588.png"
2026-03-25,23:57:02,Auchan,Paris,auchan_fr,Paris,13,2026,jambon,herta,"etouffee sans nitrite; 8 tranches",280.00,g,5.79,EUR,none,,fr,"","C:\Users\emman\p_Claude\capstone\datacollection\Auchan\jambon_280.00g\2026-03-25_23-56-53-530.png"
2026-03-26,00:00:43,Auchan,Paris,auchan_fr,Paris,13,2026,saucisse,herta,"porc; sans nitrite; 10p",350.00,g,4.65,EUR,none,,fr,"","C:\Users\emman\p_Claude\capstone\datacollection\Auchan\saucisse_350.00g\2026-03-26_00-00-38-958.png"
2026-03-30,18:01:23,Auchan,Paris,auchan_fr,Paris,14,2026,ketchup,pouce,"nature; flacon souple",560.00,g,0.95,EUR,none,,fr,"","C:\Users\emman\p_Claude\capstone\datacollection\Auchan\ketchup_560.00g\2026-03-30_18-01-15-696.png"
2026-03-30,18:03:27,Auchan,Paris,auchan_fr,Paris,14,2026,ketchup,heinz,"flacon souple",460,g,2.51,EUR,none,,fr,"","C:\Users\emman\p_Claude\capstone\datacollection\Auchan\ketchup\2026-03-30_18-03-24-542.png"
2026-03-30,18:09:47,Auchan,Paris,auchan_fr,Paris,14,2026,mayonnaise,mdd,"bocal",475.00,g,1.99,EUR,none,,fr,"","C:\Users\emman\p_Claude\capstone\datacollection\Auchan\mayonnaise_475.00g\2026-03-30_18-09-43-248.png"
2026-03-30,18:12:38,Auchan,Paris,auchan_fr,Paris,14,2026,mayonnaise,amora,"de dijon; bocal",385.00,g,2.75,EUR,none,,fr,"","C:\Users\emman\p_Claude\capstone\datacollection\Auchan\mayonnaise_385.00g\2026-03-30_18-12-31-041.png"
2026-03-30,18:14:43,Auchan,Paris,auchan_fr,Paris,14,2026,moutarde,amora,"de dijon fine et forte; bocal",430.00,g,2.06,EUR,none,,fr,"","C:\Users\emman\p_Claude\capstone\datacollection\Auchan\moutarde_430.00g\2026-03-30_18-14-38-585.png"
2026-03-30,18:22:15,Auchan,Paris,auchan_fr,Paris,14,2026,moutarde,mdd,"forte; flacon souple",265.00,g,1.56,EUR,none,,fr,"","C:\Users\emman\p_Claude\capstone\datacollection\Auchan\moutarde_265.00g\2026-03-30_18-22-10-621.png"
2026-03-30,18:27:01,Auchan,Paris,auchan_fr,Paris,14,2026,ail,none,"filet; 3 tetes",200.00,g,2.89,EUR,none,,fr,"","C:\Users\emman\p_Claude\capstone\datacollection\Auchan\ail_200.00g\2026-03-30_18-26-32-660.png"
2026-03-30,18:31:12,Auchan,Paris,auchan_fr,Paris,14,2026,ail,ducros,"semoule; flacon",40.00,g,2.22,EUR,none,,fr,"","C:\Users\emman\p_Claude\capstone\datacollection\Auchan\ail_40.00g\2026-03-30_18-31-06-182.png"
2026-03-30,18:38:09,Auchan,Paris,auchan_fr,Paris,14,2026,sel-de-mer,la-baleine,"fin iode et fluore; versoir",,g,0.66,EUR,none,,fr,"","C:\Users\emman\p_Claude\capstone\datacollection\Auchan\sel-de-mer\2026-03-30_18-38-05-646.png"
2026-03-30,18:43:35,Auchan,Paris,auchan_fr,Paris,14,2026,huile,pouce,"de colza; bouteille",1.00,L,1.56,EUR,none,,fr,"","C:\Users\emman\p_Claude\capstone\datacollection\Auchan\huile_1.00L\2026-03-30_18-43-26-146.png"
2026-03-30,18:45:59,Auchan,Paris,auchan_fr,Paris,14,2026,huile,mdd,"d'olive ultra vierge extra; bouteille",1.00,L,9.40,EUR,none,,fr,"","C:\Users\emman\p_Claude\capstone\datacollection\Auchan\huile_1.00L\2026-03-30_18-45-46-531.png"
2026-03-30,19:01:28,Auchan,Paris,auchan_fr,Paris,14,2026,vinaigre,mdd,"de vin rouge 6%; bouteille",75.00,cl,1.59,EUR,none,,fr,"","C:\Users\emman\p_Claude\capstone\datacollection\Auchan\vinaigre_75.00cl\2026-03-30_19-01-24-889.png"
2026-03-30,19:04:39,Auchan,Paris,auchan_fr,Paris,14,2026,vinaigre,pouce,"d'alcool blanc 8%; bouteille",1.00,L,0.43,EUR,none,,fr,"","C:\Users\emman\p_Claude\capstone\datacollection\Auchan\vinaigre_1.00L\2026-03-30_19-04-32-906.png"
2026-03-30,19:07:49,Auchan,Paris,auchan_fr,Paris,14,2026,cafe,mdd,"soluble intense i6; bocal",200.00,g,5.41,EUR,none,,fr,"","C:\Users\emman\p_Claude\capstone\datacollection\Auchan\cafe_200.00g\2026-03-30_19-07-45-364.png"
2026-03-30,19:23:20,Auchan,Paris,auchan_fr,Paris,14,2026,cafe,mdd,"classique i8; bocal",200.00,g,5.23,EUR,none,,fr,"","C:\Users\emman\p_Claude\capstone\datacollection\Auchan\cafe_200.00g\2026-03-30_19-23-07-969.png"
2026-03-30,19:28:21,Auchan,Paris,auchan_fr,Paris,14,2026,cafe,mdd,"moulu tradition i8; sachet",250.00,g,2.88,EUR,none,,fr,"","C:\Users\emman\p_Claude\capstone\datacollection\Auchan\cafe_250.00g\2026-03-30_19-28-17-411.png"
2026-03-30,19:35:56,Auchan,Paris,auchan_fr,Paris,14,2026,the,mdd,"noir breakfast 25x; sachets",50.00,g,1.14,EUR,none,,fr,"","C:\Users\emman\p_Claude\capstone\datacollection\Auchan\the\2026-03-30_19-36-12-393.png"
2026-03-30,19:39:12,Auchan,Paris,auchan_fr,Paris,14,2026,the,mdd,"noir saveur fruits des bois; 25 sachets",40.00,g,2.02,EUR,none,,fr,"","C:\Users\emman\p_Claude\capstone\datacollection\Auchan\the_40.00g\2026-03-30_19-39-08-844.png"
2026-03-30,19:40:37,Auchan,Paris,auchan_fr,Paris,14,2026,the,lipton,"noir aux fruits rouges 20x; sachets",30.00,g,3.10,EUR,none,,fr,"","C:\Users\emman\p_Claude\capstone\datacollection\Auchan\the_30.00g\2026-03-30_19-40-32-622.png"
2026-03-30,19:45:49,Auchan,Paris,auchan_fr,Paris,14,2026,infusion,elephant,"verveine; 20 sachets",30.00,g,2.49,EUR,none,,fr,"","C:\Users\emman\p_Claude\capstone\datacollection\Auchan\infusion_30.00g\2026-03-30_19-45-42-564.png"
2026-03-30,19:50:50,Auchan,Paris,auchan_fr,Paris,14,2026,sirop,teisseire,"menthe; bouteille",60.00,cl,2.96,EUR,none,,fr,"","C:\Users\emman\p_Claude\capstone\datacollection\Auchan\sirop_60.00cl\2026-03-30_19-50-46-810.png"
2026-03-30,19:51:54,Auchan,Paris,auchan_fr,Paris,14,2026,sirop,mdd,"menthe; bidon",75.00,cl,2.20,EUR,none,,fr,"","C:\Users\emman\p_Claude\capstone\datacollection\Auchan\sirop_75.00cl\2026-03-30_19-51-49-462.png"
2026-03-30,19:54:28,Auchan,Paris,auchan_fr,Paris,14,2026,jus,mdd,"orange avec pulpe; bidon",1.50,L,3.91,EUR,none,,fr,"","C:\Users\emman\p_Claude\capstone\datacollection\Auchan\jus_1.50L\2026-03-30_19-54-12-158.png"
2026-03-30,20:08:18,Auchan,Paris,auchan_fr,Paris,14,2026,biscuits,mdd,"petit beurre; 24",200,g,1.11,EUR,none,,fr,"","C:\Users\emman\p_Claude\capstone\datacollection\Auchan\biscuits\2026-03-30_20-10-21-144.png"
2026-03-30,20:14:04,Auchan,Paris,auchan_fr,Paris,14,2026,biscuits,mdd,"palets bretons pur beurre; 8",125.00,g,1.13,EUR,none,,fr,"","C:\Users\emman\p_Claude\capstone\datacollection\Auchan\biscuits_125.00g\2026-03-30_20-14-00-348.png"
2026-03-30,20:15:15,Auchan,Paris,auchan_fr,Paris,14,2026,biscuits,mdd,"galettes bretonnes pur beurre; 16",125.00,g,0.86,EUR,none,,fr,"","C:\Users\emman\p_Claude\capstone\datacollection\Auchan\biscuits_125.00g\2026-03-30_20-15-08-706.png"
2026-03-30,20:44:42,Auchan,Paris,auchan_fr,Paris,14,2026,bonbons,la-pie-qui-chante,"menthe claire; sachet",360.00,g,2.89,EUR,none,,fr,"","C:\Users\emman\p_Claude\capstone\datacollection\Auchan\bonbons_360.00g\2026-03-30_20-44-36-599.png"
2026-03-30,20:45:45,Auchan,Paris,auchan_fr,Paris,14,2026,bonbons,lutti,"menthise; sachet",250.00,g,3.09,EUR,none,,fr,"","C:\Users\emman\p_Claude\capstone\datacollection\Auchan\bonbons_250.00g\2026-03-30_20-45-41-778.png"
2026-03-30,20:47:09,Auchan,Paris,auchan_fr,Paris,14,2026,bonbons,vichy,"parfum menthe; sachet",230.00,g,1.79,EUR,none,,fr,"","C:\Users\emman\p_Claude\capstone\datacollection\Auchan\bonbons_230.00g\2026-03-30_20-47-05-650.png"
2026-03-30,20:49:51,Auchan,Paris,auchan_fr,Paris,14,2026,bonbons,haribo,"tagada; sachet",400.00,g,2.39,EUR,none,,fr,"","C:\Users\emman\p_Claude\capstone\datacollection\Auchan\bonbons_400.00g\2026-03-30_20-49-48-637.png"
2026-03-30,20:54:07,Auchan,Paris,auchan_fr,Paris,14,2026,bonbons,haribo,"dragibus original; sachet",250.00,g,2.39,EUR,none,,fr,"","C:\Users\emman\p_Claude\capstone\datacollection\Auchan\bonbons_250.00g\2026-03-30_20-54-01-363.png"
2026-03-30,20:56:17,Auchan,Paris,auchan_fr,Paris,14,2026,chocolat,cote-d'or,"noir original; 1 tablet",100.00,g,1.99,EUR,none,,fr,"","C:\Users\emman\p_Claude\capstone\datacollection\Auchan\chocolat_100.00g\2026-03-30_20-56-13-410.png"
2026-03-30,20:59:56,Auchan,Paris,auchan_fr,Paris,14,2026,chocolat,pouce,"noir dessert; 1 tablete",200.00,g,1.59,EUR,none,,fr,"","C:\Users\emman\p_Claude\capstone\datacollection\Auchan\chocolat_200.00g\2026-03-30_20-59-53-153.png"
2026-03-30,21:03:34,Auchan,Paris,auchan_fr,Paris,14,2026,chips,mdd,"nature; sachet",200.00,g,1.39,EUR,none,,fr,"","C:\Users\emman\p_Claude\capstone\datacollection\Auchan\chips_200.00g\2026-03-30_21-03-31-342.png"
2026-03-30,21:04:34,Auchan,Paris,auchan_fr,Paris,14,2026,chips,lay's,"nature; sachet",370.00,g,4.38,EUR,none,,fr,"","C:\Users\emman\p_Claude\capstone\datacollection\Auchan\chips_370.00g\2026-03-30_21-04-30-670.png"
2026-03-30,21:06:27,Auchan,Paris,auchan_fr,Paris,14,2026,chips,mdd,"ancienne; sachet",150.00,g,1.25,EUR,none,,fr,"","C:\Users\emman\p_Claude\capstone\datacollection\Auchan\chips_150.00g\2026-03-30_21-06-24-371.png"
2026-03-30,21:20:01,Auchan,Paris,auchan_fr,Paris,14,2026,noix,mdd,"pecan; sachet",125.00,g,2.99,EUR,none,,fr,"","C:\Users\emman\p_Claude\capstone\datacollection\Auchan\noix_125.00g\2026-03-30_21-19-57-303.png"
2026-03-30,21:22:13,Auchan,Paris,auchan_fr,Paris,14,2026,cacahuetes,mdd,"grilles et salees",250.00,g,1.18,EUR,none,,fr,"","C:\Users\emman\p_Claude\capstone\datacollection\Auchan\cacahuetes_250.00g\2026-03-30_21-22-09-046.png"
2026-03-30,21:23:35,Auchan,Paris,auchan_fr,Paris,14,2026,cacahuetes,benenuts,"grillees et salees",220.00,g,1.62,EUR,none,,fr,"","C:\Users\emman\p_Claude\capstone\datacollection\Auchan\cacahuetes_220.00g\2026-03-30_21-23-30-901.png"
2026-03-30,21:31:24,Auchan,Paris,auchan_fr,Paris,14,2026,nettoyant-liquide,mdd,"multisurfaces savon de marseille; bidon",1.50,L,1.82,EUR,none,,fr,"","C:\Users\emman\p_Claude\capstone\datacollection\Auchan\nettoyant-liquide_1.50L\2026-03-30_21-31-21-407.png"
2026-03-30,21:33:11,Auchan,Paris,auchan_fr,Paris,14,2026,nettoyant-liquide,mr.-propre,"multi-usages citron d'ete; bidon",1.50,L,3.50,EUR,none,,fr,"","C:\Users\emman\p_Claude\capstone\datacollection\Auchan\nettoyant-liquide_1.50L\2026-03-30_21-33-01-116.png"
2026-03-30,21:37:21,Auchan,Paris,auchan_fr,Paris,14,2026,liquide-vaisselle,pouce,"citron; bidon",500.00,mL,0.50,EUR,none,,fr,"","C:\Users\emman\p_Claude\capstone\datacollection\Auchan\liquide-vaisselle_500.00mL\2026-03-30_21-37-17-805.png"
2026-03-30,21:39:11,Auchan,Paris,auchan_fr,Paris,14,2026,liquide-vaisselle,l'arbre-vert,"mains amande; bidon",500.00,mL,2.20,EUR,none,,fr,"","C:\Users\emman\p_Claude\capstone\datacollection\Auchan\liquide-vaisselle_500.00mL\2026-03-30_21-39-06-881.png"
2026-03-30,21:40:21,Auchan,Paris,auchan_fr,Paris,14,2026,liquide-vaisselle,mdd,"super degraissant; bidon",750.00,mL,1.62,EUR,none,,fr,"","C:\Users\emman\p_Claude\capstone\datacollection\Auchan\liquide-vaisselle_750.00mL\2026-03-30_21-40-17-858.png"
2026-03-30,21:43:04,Auchan,Paris,auchan_fr,Paris,14,2026,lave-vaisselle,finish,"power ge 900ml = 45 lavagesl; bidon",45,piece,7.67,EUR,none,,fr,"","C:\Users\emman\p_Claude\capstone\datacollection\Auchan\lave-vaiselle_900.00mL\2026-03-30_21-42-59-586.png"
2026-03-30,21:45:39,Auchan,Paris,auchan_fr,Paris,14,2026,lave-vaisselle,mdd,"gel rincage sel 720ml = 36x lavages; bidon",36,piece,6.78,EUR,none,,fr,"","C:\Users\emman\p_Claude\capstone\datacollection\Auchan\lave-vaiselle_720.00mL\2026-03-30_21-45-36-773.png"
2026-03-30,22:06:36,Auchan,Paris,auchan_fr,Paris,14,2026,lessive,pouce,"liquide 37x; bidon",2.00,L,2.52,EUR,none,,fr,"","C:\Users\emman\p_Claude\capstone\datacollection\Auchan\lessive_2.00L\2026-03-30_22-06-31-492.png"
2026-03-30,22:08:27,Auchan,Paris,auchan_fr,Paris,14,2026,lessive,el-chat,"liquide sensitive savon de marseille 38x; bidon",1.71,L,12.59,EUR,none,,fr,"","C:\Users\emman\p_Claude\capstone\datacollection\Auchan\lessive_1.71L\2026-03-30_22-08-21-700.png"
2026-03-30,22:10:42,Auchan,Paris,auchan_fr,Paris,14,2026,lessive,persil,"liquide douceur amande 43x; bidon",1.80,L,8.69,EUR,none,,fr,"","C:\Users\emman\p_Claude\capstone\datacollection\Auchan\lessive_1.80L\2026-03-30_22-10-36-998.png"
2026-03-30,22:13:28,Auchan,Paris,auchan_fr,Paris,14,2026,essuie-tout,pouce,"compact blanc 3x;  rouleaux",3.00,piece,1.62,EUR,none,,fr,"","C:\Users\emman\p_Claude\capstone\datacollection\Auchan\essuie-tout_3.00piece\2026-03-30_22-13-17-701.png"
2026-03-30,22:15:39,Auchan,Paris,auchan_fr,Paris,14,2026,essuie-tout,mdd,"classic blanc 4x; rouleaux",4.00,piece,2.91,EUR,none,,fr,"","C:\Users\emman\p_Claude\capstone\datacollection\Auchan\essuie-tout_4.00piece\2026-03-30_22-15-34-286.png"
2026-03-30,22:16:33,Auchan,Paris,auchan_fr,Paris,14,2026,essuie-tout,mdd,"super absorbant compact 4x; rouleaux",4.00,piece,5.54,EUR,none,,fr,"","C:\Users\emman\p_Claude\capstone\datacollection\Auchan\essuie-tout_4.00piece\2026-03-30_22-16-29-130.png"
2026-03-30,22:21:03,Auchan,Paris,auchan_fr,Paris,14,2026,papier-toilette,foxy,"cotton extra 5epaisseurs 4x; rouleaux",4.00,piece,4.74,EUR,none,,fr,"","C:\Users\emman\p_Claude\capstone\datacollection\Auchan\papier-toilette_4.00piece\2026-03-30_22-20-59-809.png"
2026-03-30,22:22:35,Auchan,Paris,auchan_fr,Paris,14,2026,papier-toilette,mdd,"blanc ultra doux et moelleux 3 epaisseurs; rouleau",12.00,piece,5.16,EUR,none,,fr,"","C:\Users\emman\p_Claude\capstone\datacollection\Auchan\papier-toilette_12.00piece\2026-03-30_22-22-29-253.png"
2026-03-30,22:27:38,Auchan,Paris,auchan_fr,Paris,14,2026,pain-de-mie,harry's,"nature grandes tranches sans croute; sachet",500.00,g,2.45,EUR,none,,fr,"","C:\Users\emman\p_Claude\capstone\datacollection\Auchan\pan-de-mie_500.00g\2026-03-30_22-27-34-466.png"
2026-03-30,22:29:07,Auchan,Paris,auchan_fr,Paris,14,2026,pain-de-mie,mdd,"complete sans croute sans huile de palme; sachet",500.00,g,1.80,EUR,none,,fr,"","C:\Users\emman\p_Claude\capstone\datacollection\Auchan\pan-de-mie_500.00g\2026-03-30_22-29-03-131.png"
